uid,treatment,testidx,data,scores
159,2,"5,1,0,2,3,4","[[""down"",""right"",""down"",""down"",""up"",""up"",""right"",""left"",""left"",""right""],[""up"",""left"",""left"",""down"",""down"",""up"",""up"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""down"",""down"",""up"",""down"",""up""],[""down"",""left"",""up"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""up"",""up"",""up"",""left"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""up"",""up"",""up"",""left"",""up"",""left"",""up"",""right"",""left"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[93,870,1375,1599,1586,990,1268]"
160,2,"1,2,0,3,4,5","[[""down"",""right"",""right"",""up"",""right"",""down"",""right"",""left"",""left"",""right""],[""right"",""right"",""up"",""up"",""left"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""up""],[""right"",""right"",""right"",""up"",""up"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""up"",""up"",""left""],[""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""up""],[""up"",""right"",""up"",""up"",""up"",""left"",""down"",""down"",""down"",""down"",""right"",""right"",""up"",""down"",""right"",""left"",""up"",""down"",""down"",""down""],[""right"",""down"",""right"",""up"",""up"",""up"",""right"",""down"",""down"",""up"",""left"",""up"",""down"",""down"",""down"",""right"",""up"",""up"",""up"",""right""],[""up"",""up"",""right"",""down"",""down"",""down"",""down"",""up"",""right"",""up"",""up"",""left"",""left"",""left"",""up"",""right"",""down"",""right"",""up"",""down""]]","[69,626,658,584,620,567,561]"
161,1,"4,1,3,0,5,2","[[""right"",""left"",""right"",""down"",""up"",""down"",""left"",""right"",""down"",""up""],[""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right""],[""right"",""right"",""right"",""left"",""right"",""down"",""up"",""up"",""down"",""down"",""up"",""down"",""down"",""up"",""down"",""up"",""up"",""down"",""up"",""down""],[""up"",""right"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up""],[""right"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""up""]]","[89,765,927,828,716,907,821]"
162,1,"1,0,3,5,4,2","[[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left""],[""up"",""up"",""left"",""up"",""up"",""up"",""right"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left""],[""right"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""left"",""up"",""right"",""left"",""right"",""left"",""left"",""left"",""left"",""left"",""left""],[""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right""],[""up"",""left"",""left"",""left"",""up"",""right"",""right"",""up"",""left"",""right"",""right"",""left"",""left"",""left"",""up"",""up"",""left"",""right"",""left"",""right""],[""up"",""left"",""left"",""up"",""up"",""left"",""up"",""left"",""up"",""right"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""right"",""up"",""up"",""up"",""up"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""right""]]","[67,736,896,793,959,1159,967]"
163,0,"0,2,5,4,3,1","[[""down"",""right"",""down"",""down"",""up"",""up"",""left"",""right"",""left"",""right""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""left"",""right"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""down"",""up"",""down"",""up"",""down"",""down"",""up"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[97,840,878,924,940,804,913]"
164,0,"0,4,5,3,2,1","[[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""right"",""right""],[""right"",""up"",""up"",""up"",""right"",""right"",""right"",""up"",""up"",""right"",""down"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""up""],[""right"",""up"",""right"",""down"",""up"",""right"",""up"",""left"",""down"",""right"",""up"",""right"",""left"",""down"",""down"",""up"",""up"",""left"",""left"",""left""],[""right"",""up"",""up"",""up"",""up"",""up"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""left"",""left"",""left""],[""right"",""up"",""right"",""right"",""down"",""down"",""down"",""left"",""right"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left""],[""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""down"",""down"",""down"",""down"",""down"",""down""],[""right"",""right"",""right"",""right"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right""]]","[66,748,674,571,646,584,493]"
165,0,"2,5,4,3,1,0","[[""down"",""right"",""down"",""down"",""down"",""down"",""left"",""down"",""down"",""right""],[""down"",""left"",""down"",""down"",""left"",""left"",""down"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""down"",""up""],[""left"",""left"",""down"",""down"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down""],[""down"",""down"",""left"",""left"",""down"",""left"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down"",""up"",""right"",""left"",""down""],[""up"",""left"",""left"",""up"",""up"",""right"",""right"",""down"",""down"",""left"",""left"",""down"",""left"",""down"",""down"",""down"",""left"",""down"",""right"",""left""],[""down"",""down"",""left"",""left"",""down"",""left"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left"",""right"",""up"",""down"",""left""],[""down"",""down"",""right"",""down"",""left"",""up"",""left"",""left"",""left"",""down"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""up"",""left"",""right""]]","[84,984,1018,1018,987,1272,869]"
166,1,"2,0,5,1,4,3","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""up"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[100,870,840,924,930,940,846]"
167,1,"1,2,0,5,4,3","[[""down"",""right"",""down"",""down"",""up"",""up"",""left"",""right"",""left"",""right""],[""left"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left""],[""down"",""down"",""left"",""down"",""up"",""up"",""up"",""right"",""up"",""right"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""up"",""right""],[""down"",""down"",""left"",""up"",""left"",""up"",""left"",""up"",""up"",""up"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""up"",""left"",""up"",""up"",""up"",""left"",""up"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""left"",""left"",""up"",""left"",""up"",""up"",""up"",""right"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""up"",""up"",""left"",""left"",""up"",""left"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""left""]]","[97,1419,986,1415,1183,1199,948]"
168,1,"3,5,0,4,1,2","[[""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""right"",""right""],[""up"",""up"",""right"",""up"",""left"",""up"",""down"",""down"",""up"",""left"",""left"",""right"",""left"",""right"",""down"",""up"",""left"",""right"",""up"",""down""],[""up"",""left"",""left"",""down"",""down"",""up"",""down"",""right"",""left"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""up"",""down"",""down"",""left"",""right"",""left"",""up"",""down"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""down"",""left"",""right"",""down"",""up"",""up"",""up"",""up"",""up"",""right"",""down"",""right"",""right"",""left"",""down"",""up"",""down"",""left"",""up""],[""down"",""up"",""left"",""right"",""up"",""down"",""down"",""down"",""down"",""up"",""left"",""left"",""down"",""up"",""up"",""up"",""down"",""up"",""down"",""down""],[""down"",""left"",""right"",""up"",""down"",""left"",""right"",""right"",""left"",""up"",""down"",""left"",""right"",""left"",""up"",""down"",""up"",""right"",""down"",""left""]]","[65,751,903,862,684,790,820]"
169,0,"0,3,2,4,5,1","[[""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right""],[""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""up"",""down"",""down"",""up""],[""down"",""down"",""left"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""down"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""]]","[100,788,810,847,940,924,930]"
170,0,"2,3,1,5,4,0","[[""right"",""down"",""left"",""right"",""down"",""right"",""right"",""down"",""up"",""right""],[""down"",""left"",""down"",""up"",""down"",""up"",""right"",""up"",""down"",""left"",""right"",""up"",""up"",""right"",""down"",""left"",""down"",""left"",""right"",""left""],[""right"",""up"",""down"",""left"",""right"",""down"",""left"",""left"",""left"",""left"",""right"",""right"",""up"",""up"",""right"",""down"",""left"",""left"",""right"",""right""],[""right"",""left"",""down"",""left"",""up"",""down"",""left"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""right"",""up"",""left"",""right"",""down""],[""left"",""left"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up""],[""left"",""left"",""right"",""left"",""down"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""left""],[""right"",""right"",""up"",""left"",""right"",""left"",""right"",""left"",""right"",""left"",""right"",""up"",""down"",""up"",""up"",""right"",""left"",""right"",""down"",""up""]]","[91,829,474,796,924,901,719]"
171,2,"2,1,3,5,0,4","[[""down"",""right"",""down"",""up"",""left"",""right"",""left"",""right"",""left"",""right""],[""left"",""right"",""left"",""down"",""right"",""up"",""left"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""down"",""left"",""down"",""left"",""left"",""right""],[""left"",""left"",""right"",""left"",""left"",""up"",""up"",""down"",""down"",""left"",""up"",""up"",""down"",""right"",""down"",""down"",""up"",""right"",""left"",""right""],[""right"",""down"",""up"",""right"",""right"",""down"",""up"",""down"",""down"",""down"",""right"",""right"",""down"",""left"",""right"",""up"",""left"",""right"",""left"",""right""],[""left"",""left"",""up"",""up"",""up"",""up"",""left"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left"",""up"",""right"",""down"",""left""],[""left"",""left"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""up"",""left"",""right"",""left"",""right"",""left"",""up"",""down"",""up"",""up"",""down""],[""left"",""left"",""up"",""down"",""right"",""left"",""right"",""left"",""up"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""down"",""down"",""down"",""left""]]","[99,860,736,1131,1184,786,778]"
172,0,"5,4,3,2,1,0","[[""down"",""right"",""right"",""down"",""right"",""down"",""right"",""down"",""down"",""up""],[""up"",""right"",""up"",""up"",""up"",""up"",""right"",""left"",""left"",""left"",""down"",""left"",""up"",""right"",""right"",""right"",""right"",""right"",""right"",""right""],[""down"",""left"",""up"",""left"",""right"",""down"",""up"",""left"",""right"",""right"",""left"",""left"",""left"",""right"",""right"",""left"",""down"",""up"",""right"",""left""],[""right"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down"",""up"",""down""],[""right"",""left"",""left"",""left"",""right"",""right"",""down"",""left"",""down"",""down"",""up"",""right"",""down"",""left"",""up"",""left"",""down"",""left"",""left"",""right""],[""down"",""left"",""down"",""right"",""left"",""down"",""left"",""left"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up"",""left"",""down"",""right"",""up""],[""down"",""left"",""up"",""left"",""down"",""right"",""left"",""down"",""right"",""up"",""left"",""up"",""down"",""right"",""left"",""right"",""left"",""right"",""left"",""right""]]","[68,551,754,770,787,1186,777]"
